tupleid,attribute,value
549,emergency service,Yes
549,condition,Heart Failure
549,measure code,HF-1
549,measure name,Heart Failure Patients Given Discharge Instructions
549,score,45%
549,sample,430 patients
549,stateavg,AL_HF-1
550,provider number,10024
550,hospital name,JACKSON HOSPITAL & CLINIC INC
550,address1,1725 PINE STREET
550,address2,""
550,address3,""
550,city,MONTGOMERY
550,state,AL
550,zip code,36106
550,county name,MONTGOMERY
550,phone number,3342938000
550,hospital type,Acute Care Hospitals
550,hospital owner,Voluntary non-profit - Private
550,emergency service,Yes
550,condition,Heart Failure
550,measure code,HF-2
550,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
550,score,90%
550,sample,518 patients
550,stateavg,AL_HF-2
551,provider number,10024
551,hospital name,JACKSON HOSPITAL & CLINIC INC
551,address1,1725 PINE STREET
551,address2,""
551,address3,""
551,city,MONTGOMERY
551,state,AL
551,zip code,36106
551,county name,MONTGOMERY
551,phone number,3342938000
551,hospital type,Acute Care Hospitals
551,hospital owner,Voluntary non-profit - Private
551,emergency service,Yes
551,condition,Heart Failure
551,measure code,HF-3
551,measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
551,score,85%
551,sample,146 patients
551,stateavg,AL_HF-3
552,provider number,10024
552,hospital name,JACKSON HOSPITAL & CLINIC INC
552,address1,1725 PINE STREET
552,address2,""
552,address3,""
552,city,MONTGOMERY
552,state,AL
552,zip code,36106
552,county name,MONTGOMERY
552,phone number,3342938000
552,hospital type,Acute Care Hospitals
552,hospital owner,Voluntary non-profit - Private
552,emergency service,Yes
552,condition,Heart Failure
552,measure code,HF-4
552,measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling
552,score,99%
552,sample,93 patients
552,stateavg,AL_HF-4
553,provider number,10024
553,hospital name,JACKSON HOSPITAL & CLINIC INC
553,address1,1725 PINE STREET
553,address2,""
553,address3,""
553,city,MONTGOMERY
553,state,AL
553,zip code,36106
553,county name,MONTGOMERY
553,phone number,3342938000
553,hospital type,Acute Care Hospitals
553,hospital owner,Voluntary non-profit - Private
553,emergency service,Yes
553,condition,Pneumonia
553,measure code,PN-2
553,measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
553,score,85%
553,sample,243 patients
553,stateavg,AL_PN-2
554,provider number,10024
554,hospital name,JACKSON HOSPITAL & CLINIC INC
554,address1,1725 PINE STREET
554,address2,""
554,address3,""
554,city,MONTGOMERY
554,state,AL
554,zip code,36106
554,county name,MONTGOMERY
554,phone number,3342938000
554,hospital type,Acute Care Hospitals
554,hospital owner,Voluntary non-profit - Private
554,emergency service,Yes
554,condition,Pneumonia
554,measure code,PN-3B
554,measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
554,score,95%
554,sample,230 patients
554,stateavg,AL_PN-3B
555,provider number,10024
555,hospital name,JACKSON HOSPITAL & CLINIC INC
555,address1,1725 PINE STREET
555,address2,""
555,address3,""
555,city,MONTGOMERY
555,state,AL
555,zip code,36106
555,county name,MONTGOMERY
555,phone number,3342938000
555,hospital type,Acute Care Hospitals
555,hospital owner,Voluntary non-profit - Private
555,emergency service,Yes
555,condition,Pneumonia
555,measure code,PN-4
555,measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling
555,score,91%
555,sample,74 patients
555,stateavg,AL_PN-4
556,provider number,10024
556,hospital name,JACKSON HOSPITAL & CLINIC INC
556,address1,1725 PINE STREET
556,address2,""
556,address3,""
556,city,MONTGOMERY
556,state,AL
556,zip code,36106
556,county name,MONTGOMERY
556,phone number,3342938000
556,hospital type,Acute Care Hospitals
556,hospital owner,Voluntary non-profit - Private
556,emergency service,Yes
556,condition,Pneumonia
556,measure code,PN-5C
556,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
556,score,88%
556,sample,233 patients
556,stateavg,AL_PN-5C
557,provider number,10024
557,hospital name,JACKSON HOSPITAL & CLINIC INC
557,address1,1725 PINE STREET
557,address2,""
557,address3,""
557,city,MONTGOMERY
557,state,AL
557,zip code,36106
557,county name,MONTGOMERY
557,phone number,3342938000
557,hospital type,Acute Care Hospitals
557,hospital owner,Voluntary non-profit - Private
557,emergency service,Yes
557,condition,Pneumonia
557,measure code,PN-6
557,measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
557,score,82%
557,sample,97 patients
557,stateavg,AL_PN-6
558,provider number,10024
558,hospital name,JACKSON HOSPITAL & CLINIC INC
558,address1,1725 PINE STREET
558,address2,""
558,address3,""
558,city,MONTGOMERY
558,state,AL
558,zip code,36106
558,county name,MONTGOMERY
558,phone number,3342938000
558,hospital type,Acute Care Hospitals
558,hospital owner,Voluntary non-profit - Private
558,emergency service,Yes
558,condition,Pneumonia
558,measure code,PN-7
558,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
558,score,82%
558,sample,184 patients
558,stateavg,AL_PN-7
559,provider number,10024
559,hospital name,JACKSON HOSPITAL & CLINIC INC
559,address1,1725 PINE STREET
559,address2,""
559,address3,""
559,city,MONTGOMERY
559,state,AL
559,zip code,36106
559,county name,MONTGOMERY
559,phone number,3342938000
559,hospital type,Acute Care Hospitals
559,hospital owner,Voluntary non-profit - Private
559,emergency service,Yes
559,condition,Surgical Infection Prevention
559,measure code,SCIP-CARD-2
559,measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
559,score,67%
559,sample,180 patients
559,stateavg,AL_SCIP-CARD-2
560,provider number,10024
560,hospital name,JACKSON HOSPITAL & CLINIC INC
560,address1,1725 PINE STREET
560,address2,""
560,address3,""
560,city,MONTGOMERY
560,state,AL
560,zip code,36106
560,county name,MONTGOMERY
560,phone number,3342938000
560,hospital type,Acute Care Hospitals
560,hospital owner,Voluntary non-profit - Private
560,emergency service,Yes
560,condition,Surgical Infection Prevention
560,measure code,SCIP-INF-1
560,measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
560,score,78%
560,sample,844 patients
560,stateavg,AL_SCIP-INF-1
561,provider number,10024
561,hospital name,JACKSON HOSPITAL & CLINIC INC
561,address1,1725 PINE STREET
561,address2,""
561,address3,""
561,city,MONTGOMERY
561,state,AL
561,zip code,36106
561,county name,MONTGOMERY
561,phone number,3342938000
561,hospital type,Acute Care Hospitals
561,hospital owner,Voluntary non-profit - Private
561,emergency service,Yes
561,condition,Surgical Infection Prevention
561,measure code,SCIP-INF-2
561,measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection
561,score,98%
561,sample,827 patients
561,stateavg,AL_SCIP-INF-2
562,provider number,10024
562,hospital name,JACKSON HOSPITAL & CLINIC INC
562,address1,1725 PINE STREET
562,address2,""
562,address3,""
562,city,MONTGOMERY
562,state,AL
562,zip code,36106
562,county name,MONTGOMERY
562,phone number,3342938000
562,hospital type,Acute Care Hospitals
562,hospital owner,Voluntary non-profit - Private
562,emergency service,Yes
562,condition,Surgical Infection Prevention
562,measure code,SCIP-INF-3
562,measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
562,score,83%
562,sample,817 patients
562,stateavg,AL_SCIP-INF-3
563,provider number,10024
563,hospital name,JACKSON HOSPITAL & CLINIC INC
563,address1,1725 PINE STREET
563,address2,""
563,address3,""
563,city,MONTGOMERY
563,state,AL
563,zip code,36106
563,county name,MONTGOMERY
563,phone number,3342938000
563,hospital type,Acute Care Hospitals
563,hospital owner,Voluntary non-profit - Private
563,emergency service,Yes
563,condition,Surgical Infection Prevention
563,measure code,SCIP-INF-4
563,measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
563,score,72%
563,sample,270 patients
563,stateavg,AL_SCIP-INF-4
564,provider number,10024
564,hospital name,JACKSON HOSPITAL & CLINIC INC
564,address1,1725 PINE STREET
564,address2,""
564,address3,""
564,city,MONTGOMERY
564,state,AL
564,zip code,36106
564,county name,MONTGOMERY
564,phone number,3342938000
564,hospital type,Acute Care Hospitals
564,hospital owner,Voluntary non-profit - Private
564,emergency service,Yes
564,condition,Surgical Infection Prevention
564,measure code,SCIP-INF-6
564,measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
564,score,97%
564,sample,1062 patients
564,stateavg,AL_SCIP-INF-6
565,provider number,10024
565,hospital name,JACKSON HOSPITAL & CLINIC INC
565,address1,1725 PINE STREET
565,address2,""
565,address3,""
565,city,MONTGOMERY
565,state,AL
565,zip code,36106
565,county name,MONTGOMERY
565,phone number,3342938000
565,hospital type,Acute Care Hospitals
565,hospital owner,Voluntary non-profit - Private
565,emergency service,Yes
565,condition,Surgical Infection Prevention
565,measure code,SCIP-VTE-1
565,measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
565,score,92%
565,sample,263 patients
565,stateavg,AL_SCIP-VTE-1
566,provider number,10024
566,hospital name,JACKSON HOSPITAL & CLINIC INC
566,address1,1725 PINE STREET
566,address2,""
566,address3,""
566,city,MONTGOMERY
566,state,AL
566,zip code,36106
566,county name,MONTGOMERY
566,phone number,3342938000
566,hospital type,Acute Care Hospitals
566,hospital owner,Voluntary non-profit - Private
566,emergency service,Yes
566,condition,Surgical Infection Prevention
566,measure code,SCIP-VTE-2
566,measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
566,score,87%
566,sample,259 patients
566,stateavg,AL_SCIP-VTE-2
567,provider number,10025
567,hospital name,G H LANIER MEMORIAL HOSPITAL
567,address1,4800 48TH ST
567,address2,""
567,address3,""
567,city,VALLEY
567,state,AL
567,zip code,36854
567,county name,CHAMBERS
567,phone number,3347561400
567,hospital type,Acute Care Hospitals
567,hospital owner,Voluntary non-profit - Other
567,emergency service,Yes
567,condition,Heart Attack
567,measure code,AMI-1
574,sample,137 patients
567,measure name,Heart Attack Patients Given Aspirin at Arrival
567,score,92%
567,sample,24 patients
567,stateavg,AL_AMI-1
568,provider number,10025
568,hospital name,G H LANIER MEMORIAL HOSPITAL
568,address1,4800 48TH ST
568,address2,""
568,address3,""
568,city,VALLEY
568,state,AL
568,zip code,36854
568,county name,CHAMBERS
568,phone number,3347561400
568,hospital type,Acute Care Hospitals
568,hospital owner,Voluntary non-profit - Other
568,emergency service,Yes
568,condition,Heart Attack
568,measure code,AMI-2
568,measure name,Heart Attack Patients Given Aspirin at Discharge
568,score,90%
568,sample,10 patients
568,stateavg,AL_AMI-2
569,provider number,10025
569,hospital name,G H LANIER MEMORIAL HOSPITAL
569,address1,4800 48TH ST
569,address2,""
569,address3,""
569,city,VALLEY
569,state,AL
569,zip code,36854
569,county name,CHAMBERS
569,phone number,3347561400
569,hospital type,Acute Care Hospitals
569,hospital owner,Voluntary non-profit - Other
569,emergency service,Yes
569,condition,Heart Attack
569,measure code,AMI-3
569,measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
569,score,100%
569,sample,1 patients
569,stateavg,AL_AMI-3
570,provider number,10025
570,hospital name,G H LANIER MEMORIAL HOSPITAL
570,address1,4800 48TH ST
570,address2,""
570,address3,""
570,city,VALLEY
570,state,AL
570,zip code,36854
570,county name,CHAMBERS
570,phone number,3347561400
570,hospital type,Acute Care Hospitals
570,hospital owner,Voluntary non-profit - Other
570,emergency service,Yes
570,condition,Heart Attack
570,measure code,AMI-4
570,measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling
570,score,50%
570,sample,4 patients
570,stateavg,AL_AMI-4
571,provider number,10025
571,hospital name,G H LANIER MEMORIAL HOSPITAL
571,address1,4800 48TH ST
571,address2,""
571,address3,""
571,city,VALLEY
571,state,AL
571,zip code,36854
571,county name,CHAMBERS
571,phone number,3347561400
571,hospital type,Acute Care Hospitals
571,hospital owner,Voluntary non-profit - Other
571,emergency service,Yes
571,condition,Heart Attack
571,measure code,AMI-5
571,measure name,Heart Attack Patients Given Beta Blocker at Discharge
571,score,92%
571,sample,13 patients
571,stateavg,AL_AMI-5
572,provider number,10025
572,hospital name,G H LANIER MEMORIAL HOSPITAL
572,address1,4800 48TH ST
572,address2,""
572,address3,""
572,city,VALLEY
572,state,AL
572,zip code,36854
572,county name,CHAMBERS
572,phone number,3347561400
572,hospital type,Acute Care Hospitals
572,hospital owner,Voluntary non-profit - Other
572,emergency service,Yes
572,condition,Heart Attack
572,measure code,AMI-7A
572,measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
572,score,0%
572,sample,2 patients
572,stateavg,AL_AMI-7A
573,provider number,10025
573,hospital name,G H LANIER MEMORIAL HOSPITAL
573,address1,4800 48TH ST
573,address2,""
573,address3,""
573,city,VALLEY
573,state,AL
573,zip code,36854
573,county name,CHAMBERS
573,phone number,3347561400
573,hospital type,Acute Care Hospitals
573,hospital owner,Voluntary non-profit - Other
573,emergency service,Yes
573,condition,Heart Attack
573,measure code,AMI-8A
573,measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
573,score,""
573,sample,0 patients
573,stateavg,AL_AMI-8A
574,provider number,10025
574,hospital name,G H LANIER MEMORIAL HOSPITAL
574,address1,4800 48TH ST
574,address2,""
574,address3,""
574,city,VALLEY
574,state,AL
574,zip code,36854
574,county name,CHAMBERS
574,phone number,3347561400
574,hospital type,Acute Care Hospitals
574,hospital owner,Voluntary non-profit - Other
574,emergency service,Yes
574,condition,Heart Failure
574,measure code,HF-1
574,measure name,Heart Failure Patients Given Discharge Instructions
574,score,54%
574,stateavg,AL_HF-1
575,provider number,10025
575,hospital name,G H LANIER MEMORIAL HOSPITAL
575,address1,4800 48TH ST
575,address2,""
575,address3,""
575,city,VALLEY
575,state,AL
575,zip code,36854
575,county name,CHAMBERS
575,phone number,3347561400
575,hospital type,Acute Care Hospitals
575,hospital owner,Voluntary non-profit - Other
575,emergency service,Yes
575,condition,Heart Failure
575,measure code,HF-2
575,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
575,score,99%
575,sample,164 patients
575,stateavg,AL_HF-2
576,provider number,10025
576,hospital name,G H LANIER MEMORIAL HOSPITAL
576,address1,4800 48TH ST
576,address2,""
576,address3,""
576,city,VALLEY
576,state,AL
576,zip code,36854
576,county name,CHAMBERS
